,file_name,label
0,0.png,0
1,1.png,0
2,2.png,0
3,3.png,0
4,4.png,0
5,5.png,0
6,6.png,0
7,7.png,0
8,8.png,0
9,9.png,0
10,10.png,0
11,11.png,0
12,12.png,0
13,13.png,0
14,14.png,0
15,15.png,0
16,16.png,0
17,17.png,0
18,18.png,0
19,19.png,0
20,20.png,0
21,21.png,0
22,22.png,0
23,23.png,0
24,24.png,0
25,25.png,0
26,26.png,0
27,27.png,0
28,28.png,0
29,29.png,0
30,30.png,0
31,31.png,0
32,32.png,0
33,33.png,0
34,34.png,0
35,35.png,0
36,36.png,0
37,37.png,0
38,38.png,0
39,39.png,0
40,40.png,0
0,0.png,1
1,1.png,1
2,2.png,1
3,3.png,1
4,4.png,1
5,5.png,1
6,6.png,1
7,7.png,1
8,8.png,1
9,9.png,1
10,10.png,1
11,11.png,1
12,12.png,1
13,13.png,1
14,14.png,1
15,15.png,1
16,16.png,1
17,17.png,1
18,18.png,1
19,19.png,1
20,20.png,1
21,21.png,1
22,22.png,1
23,23.png,1
24,24.png,1
25,25.png,1
26,26.png,1
27,27.png,1
28,28.png,1
29,29.png,1
30,30.png,1
31,31.png,1
32,32.png,1
33,33.png,1
34,34.png,1
35,35.png,1
36,36.png,1
37,37.png,1
38,38.png,1
39,39.png,1
40,40.png,1
0,0.png,2
1,1.png,2
2,2.png,2
3,3.png,2
4,4.png,2
5,5.png,2
6,6.png,2
7,7.png,2
8,8.png,2
9,9.png,2
10,10.png,2
11,11.png,2
12,12.png,2
13,13.png,2
14,14.png,2
15,15.png,2
16,16.png,2
17,17.png,2
18,18.png,2
19,19.png,2
20,20.png,2
21,21.png,2
22,22.png,2
23,23.png,2
24,24.png,2
25,25.png,2
26,26.png,2
27,27.png,2
28,28.png,2
29,29.png,2
30,30.png,2
31,31.png,2
32,32.png,2
33,33.png,2
34,34.png,2
35,35.png,2
36,36.png,2
37,37.png,2
38,38.png,2
39,39.png,2
40,40.png,2
